pattern_id,pattern_type,description,threshold
P105645,smurfing,Multiple small transactions within short time,5
P105646,layering,Multiple sequential transfers across accounts,3
P105647,circular,Money returns to original account,8
P105648,circular,Money returns to original account,9
P105649,smurfing,Multiple small transactions within short time,1
P105650,velocity,High frequency transactions in short time,6
P105651,velocity,High frequency transactions in short time,8
P105652,velocity,High frequency transactions in short time,6
P105653,layering,Multiple sequential transfers across accounts,8
P105654,velocity,High frequency transactions in short time,8
P105655,velocity,High frequency transactions in short time,7
P105656,smurfing,Multiple small transactions within short time,7
P105657,velocity,High frequency transactions in short time,1
P105658,smurfing,Multiple small transactions within short time,3
P105659,circular,Money returns to original account,6
P105660,layering,Multiple sequential transfers across accounts,2
P105661,layering,Multiple sequential transfers across accounts,3
P105662,circular,Money returns to original account,9
P105663,velocity,High frequency transactions in short time,2
P105664,circular,Money returns to original account,1
P105665,layering,Multiple sequential transfers across accounts,6
P105666,smurfing,Multiple small transactions within short time,6
P105667,smurfing,Multiple small transactions within short time,5
P105668,smurfing,Multiple small transactions within short time,10
P105669,circular,Money returns to original account,1
P105670,layering,Multiple sequential transfers across accounts,7
P105671,layering,Multiple sequential transfers across accounts,2
P105672,layering,Multiple sequential transfers across accounts,7
P105673,layering,Multiple sequential transfers across accounts,7
P105674,layering,Multiple sequential transfers across accounts,2
P105675,layering,Multiple sequential transfers across accounts,5
P105676,velocity,High frequency transactions in short time,8
P105677,velocity,High frequency transactions in short time,7
P105678,layering,Multiple sequential transfers across accounts,6
P105679,circular,Money returns to original account,3
P105680,smurfing,Multiple small transactions within short time,2
P105681,smurfing,Multiple small transactions within short time,3
P105682,smurfing,Multiple small transactions within short time,2
P105683,smurfing,Multiple small transactions within short time,7
P105684,layering,Multiple sequential transfers across accounts,1
P105685,smurfing,Multiple small transactions within short time,3
P105686,circular,Money returns to original account,5
P105687,circular,Money returns to original account,8
P105688,velocity,High frequency transactions in short time,4
P105689,circular,Money returns to original account,7
P105690,velocity,High frequency transactions in short time,10
P105691,smurfing,Multiple small transactions within short time,2
P105692,smurfing,Multiple small transactions within short time,6
P105693,circular,Money returns to original account,1
P105694,velocity,High frequency transactions in short time,10
P105695,velocity,High frequency transactions in short time,2
P105696,layering,Multiple sequential transfers across accounts,4
P105697,circular,Money returns to original account,1
P105698,layering,Multiple sequential transfers across accounts,7
P105699,smurfing,Multiple small transactions within short time,9
P105700,circular,Money returns to original account,10
P105701,circular,Money returns to original account,8
P105702,velocity,High frequency transactions in short time,10
P105703,layering,Multiple sequential transfers across accounts,7
P105704,velocity,High frequency transactions in short time,9
P105705,layering,Multiple sequential transfers across accounts,10
P105706,smurfing,Multiple small transactions within short time,3
P105707,velocity,High frequency transactions in short time,1
P105708,smurfing,Multiple small transactions within short time,9
P105709,velocity,High frequency transactions in short time,10
P105710,smurfing,Multiple small transactions within short time,3
P105711,smurfing,Multiple small transactions within short time,2
P105712,smurfing,Multiple small transactions within short time,1
P105713,velocity,High frequency transactions in short time,2
P105714,velocity,High frequency transactions in short time,9
P105715,circular,Money returns to original account,8
P105716,layering,Multiple sequential transfers across accounts,1
P105717,layering,Multiple sequential transfers across accounts,10
P105718,layering,Multiple sequential transfers across accounts,3
P105719,circular,Money returns to original account,9
P105720,smurfing,Multiple small transactions within short time,1
P105721,layering,Multiple sequential transfers across accounts,5
P105722,smurfing,Multiple small transactions within short time,2
P105723,velocity,High frequency transactions in short time,2
P105724,velocity,High frequency transactions in short time,7
P105725,layering,Multiple sequential transfers across accounts,3
P105726,circular,Money returns to original account,9
P105727,velocity,High frequency transactions in short time,7
P105728,smurfing,Multiple small transactions within short time,3
P105729,circular,Money returns to original account,5
P105730,layering,Multiple sequential transfers across accounts,6
P105731,velocity,High frequency transactions in short time,3
P105732,layering,Multiple sequential transfers across accounts,4
P105733,smurfing,Multiple small transactions within short time,3
P105734,velocity,High frequency transactions in short time,3
P105735,circular,Money returns to original account,5
P105736,smurfing,Multiple small transactions within short time,10
P105737,velocity,High frequency transactions in short time,1
P105738,velocity,High frequency transactions in short time,5
P105739,velocity,High frequency transactions in short time,3
P105740,smurfing,Multiple small transactions within short time,9
P105741,layering,Multiple sequential transfers across accounts,6
P105742,layering,Multiple sequential transfers across accounts,1
P105743,velocity,High frequency transactions in short time,5
P105744,smurfing,Multiple small transactions within short time,8
P105745,circular,Money returns to original account,5
P105746,velocity,High frequency transactions in short time,6
P105747,smurfing,Multiple small transactions within short time,4
P105748,layering,Multiple sequential transfers across accounts,8
P105749,layering,Multiple sequential transfers across accounts,4
P105750,layering,Multiple sequential transfers across accounts,1
P105751,layering,Multiple sequential transfers across accounts,10
P105752,velocity,High frequency transactions in short time,6
P105753,circular,Money returns to original account,9
P105754,velocity,High frequency transactions in short time,4
P105755,velocity,High frequency transactions in short time,1
P105756,circular,Money returns to original account,5
P105757,circular,Money returns to original account,9
P105758,smurfing,Multiple small transactions within short time,9
P105759,circular,Money returns to original account,5
P105760,smurfing,Multiple small transactions within short time,9
P105761,velocity,High frequency transactions in short time,7
P105762,smurfing,Multiple small transactions within short time,5
P105763,smurfing,Multiple small transactions within short time,8
P105764,layering,Multiple sequential transfers across accounts,7
P105765,layering,Multiple sequential transfers across accounts,5
P105766,smurfing,Multiple small transactions within short time,4
P105767,circular,Money returns to original account,2
P105768,velocity,High frequency transactions in short time,2
P105769,smurfing,Multiple small transactions within short time,6
P105770,circular,Money returns to original account,3
P105771,smurfing,Multiple small transactions within short time,1
P105772,layering,Multiple sequential transfers across accounts,8
P105773,smurfing,Multiple small transactions within short time,2
P105774,velocity,High frequency transactions in short time,10
P105775,velocity,High frequency transactions in short time,4
P105776,velocity,High frequency transactions in short time,7
P105777,velocity,High frequency transactions in short time,3
P105778,layering,Multiple sequential transfers across accounts,9
P105779,smurfing,Multiple small transactions within short time,1
P105780,smurfing,Multiple small transactions within short time,5
P105781,circular,Money returns to original account,4
P105782,circular,Money returns to original account,2
P105783,velocity,High frequency transactions in short time,9
P105784,velocity,High frequency transactions in short time,6
P105785,velocity,High frequency transactions in short time,9
P105786,layering,Multiple sequential transfers across accounts,8
P105787,smurfing,Multiple small transactions within short time,6
P105788,layering,Multiple sequential transfers across accounts,6
P105789,circular,Money returns to original account,6
P105790,smurfing,Multiple small transactions within short time,6
P105791,circular,Money returns to original account,5
P105792,circular,Money returns to original account,2
P105793,smurfing,Multiple small transactions within short time,3
P105794,layering,Multiple sequential transfers across accounts,7
P105795,layering,Multiple sequential transfers across accounts,5
P105796,smurfing,Multiple small transactions within short time,6
P105797,smurfing,Multiple small transactions within short time,1
P105798,layering,Multiple sequential transfers across accounts,10
P105799,smurfing,Multiple small transactions within short time,5
P105800,velocity,High frequency transactions in short time,4
P105801,layering,Multiple sequential transfers across accounts,7
P105802,velocity,High frequency transactions in short time,2
P105803,velocity,High frequency transactions in short time,1
P105804,velocity,High frequency transactions in short time,2
P105805,circular,Money returns to original account,7
P105806,circular,Money returns to original account,3
P105807,circular,Money returns to original account,9
P105808,circular,Money returns to original account,2
P105809,smurfing,Multiple small transactions within short time,8
P105810,velocity,High frequency transactions in short time,8
P105811,velocity,High frequency transactions in short time,10
P105812,circular,Money returns to original account,10
P105813,velocity,High frequency transactions in short time,10
P105814,layering,Multiple sequential transfers across accounts,5
P105815,circular,Money returns to original account,5
P105816,velocity,High frequency transactions in short time,7
P105817,layering,Multiple sequential transfers across accounts,2
P105818,velocity,High frequency transactions in short time,7
P105819,velocity,High frequency transactions in short time,6
P105820,circular,Money returns to original account,2
P105821,layering,Multiple sequential transfers across accounts,2
P105822,circular,Money returns to original account,9
P105823,smurfing,Multiple small transactions within short time,9
P105824,velocity,High frequency transactions in short time,5
P105825,layering,Multiple sequential transfers across accounts,7
P105826,circular,Money returns to original account,5
P105827,velocity,High frequency transactions in short time,9
P105828,layering,Multiple sequential transfers across accounts,7
P105829,layering,Multiple sequential transfers across accounts,1
P105830,velocity,High frequency transactions in short time,9
P105831,layering,Multiple sequential transfers across accounts,8
P105832,smurfing,Multiple small transactions within short time,1
P105833,layering,Multiple sequential transfers across accounts,10
P105834,smurfing,Multiple small transactions within short time,4
P105835,smurfing,Multiple small transactions within short time,10
P105836,velocity,High frequency transactions in short time,4
P105837,layering,Multiple sequential transfers across accounts,7
P105838,layering,Multiple sequential transfers across accounts,10
P105839,circular,Money returns to original account,9
P105840,layering,Multiple sequential transfers across accounts,4
P105841,layering,Multiple sequential transfers across accounts,4
P105842,velocity,High frequency transactions in short time,2
P105843,velocity,High frequency transactions in short time,5
P105844,circular,Money returns to original account,6
P105845,layering,Multiple sequential transfers across accounts,3
P105846,circular,Money returns to original account,10
P105847,velocity,High frequency transactions in short time,4
P105848,circular,Money returns to original account,6
P105849,velocity,High frequency transactions in short time,2
P105850,smurfing,Multiple small transactions within short time,10
P105851,circular,Money returns to original account,10
P105852,smurfing,Multiple small transactions within short time,2
P105853,layering,Multiple sequential transfers across accounts,4
P105854,smurfing,Multiple small transactions within short time,6
P105855,layering,Multiple sequential transfers across accounts,9
P105856,velocity,High frequency transactions in short time,9
P105857,layering,Multiple sequential transfers across accounts,1
P105858,layering,Multiple sequential transfers across accounts,10
P105859,circular,Money returns to original account,9
P105860,circular,Money returns to original account,3
P105861,velocity,High frequency transactions in short time,3
P105862,circular,Money returns to original account,4
P105863,velocity,High frequency transactions in short time,2
P105864,smurfing,Multiple small transactions within short time,3
P105865,circular,Money returns to original account,5
P105866,circular,Money returns to original account,4
P105867,layering,Multiple sequential transfers across accounts,2
P105868,smurfing,Multiple small transactions within short time,2
P105869,smurfing,Multiple small transactions within short time,3
P105870,smurfing,Multiple small transactions within short time,4
P105871,velocity,High frequency transactions in short time,5
P105872,layering,Multiple sequential transfers across accounts,10
P105873,circular,Money returns to original account,3
P105874,velocity,High frequency transactions in short time,9
P105875,smurfing,Multiple small transactions within short time,2
P105876,velocity,High frequency transactions in short time,10
P105877,circular,Money returns to original account,2
P105878,circular,Money returns to original account,9
P105879,smurfing,Multiple small transactions within short time,10
P105880,layering,Multiple sequential transfers across accounts,4
P105881,velocity,High frequency transactions in short time,7
P105882,smurfing,Multiple small transactions within short time,5
P105883,velocity,High frequency transactions in short time,3
P105884,velocity,High frequency transactions in short time,4
P105885,circular,Money returns to original account,1
P105886,layering,Multiple sequential transfers across accounts,4
P105887,circular,Money returns to original account,5
P105888,velocity,High frequency transactions in short time,4
P105889,circular,Money returns to original account,3
P105890,smurfing,Multiple small transactions within short time,5
P105891,circular,Money returns to original account,4
P105892,smurfing,Multiple small transactions within short time,1
P105893,smurfing,Multiple small transactions within short time,4
P105894,velocity,High frequency transactions in short time,5
P105895,smurfing,Multiple small transactions within short time,1
P105896,velocity,High frequency transactions in short time,7
P105897,velocity,High frequency transactions in short time,10
P105898,circular,Money returns to original account,1
P105899,layering,Multiple sequential transfers across accounts,8
P105900,velocity,High frequency transactions in short time,5
P105901,circular,Money returns to original account,5
P105902,circular,Money returns to original account,2
P105903,layering,Multiple sequential transfers across accounts,5
P105904,layering,Multiple sequential transfers across accounts,5
P105905,smurfing,Multiple small transactions within short time,4
P105906,smurfing,Multiple small transactions within short time,7
P105907,layering,Multiple sequential transfers across accounts,3
P105908,layering,Multiple sequential transfers across accounts,3
P105909,layering,Multiple sequential transfers across accounts,5
P105910,smurfing,Multiple small transactions within short time,10
P105911,smurfing,Multiple small transactions within short time,9
P105912,layering,Multiple sequential transfers across accounts,10
P105913,velocity,High frequency transactions in short time,4
P105914,circular,Money returns to original account,3
P105915,layering,Multiple sequential transfers across accounts,10
P105916,circular,Money returns to original account,1
P105917,velocity,High frequency transactions in short time,6
P105918,layering,Multiple sequential transfers across accounts,7
P105919,smurfing,Multiple small transactions within short time,9
P105920,layering,Multiple sequential transfers across accounts,8
P105921,layering,Multiple sequential transfers across accounts,2
P105922,circular,Money returns to original account,8
P105923,smurfing,Multiple small transactions within short time,2
P105924,velocity,High frequency transactions in short time,9
P105925,smurfing,Multiple small transactions within short time,1
P105926,velocity,High frequency transactions in short time,6
P105927,layering,Multiple sequential transfers across accounts,6
P105928,velocity,High frequency transactions in short time,5
P105929,circular,Money returns to original account,5
P105930,smurfing,Multiple small transactions within short time,2
P105931,circular,Money returns to original account,6
P105932,layering,Multiple sequential transfers across accounts,6
P105933,smurfing,Multiple small transactions within short time,1
P105934,velocity,High frequency transactions in short time,2
P105935,circular,Money returns to original account,9
P105936,circular,Money returns to original account,1
P105937,circular,Money returns to original account,3
P105938,velocity,High frequency transactions in short time,5
P105939,velocity,High frequency transactions in short time,1
P105940,smurfing,Multiple small transactions within short time,4
P105941,smurfing,Multiple small transactions within short time,4
P105942,velocity,High frequency transactions in short time,3
P105943,velocity,High frequency transactions in short time,4
P105944,smurfing,Multiple small transactions within short time,9
P105945,layering,Multiple sequential transfers across accounts,3
P105946,velocity,High frequency transactions in short time,2
P105947,circular,Money returns to original account,2
P105948,smurfing,Multiple small transactions within short time,2
P105949,smurfing,Multiple small transactions within short time,4
P105950,velocity,High frequency transactions in short time,5
P105951,smurfing,Multiple small transactions within short time,2
P105952,smurfing,Multiple small transactions within short time,8
P105953,velocity,High frequency transactions in short time,6
P105954,velocity,High frequency transactions in short time,10
P105955,smurfing,Multiple small transactions within short time,6
P105956,layering,Multiple sequential transfers across accounts,2
P105957,velocity,High frequency transactions in short time,8
P105958,velocity,High frequency transactions in short time,2
P105959,layering,Multiple sequential transfers across accounts,8
P105960,velocity,High frequency transactions in short time,9
P105961,layering,Multiple sequential transfers across accounts,1
P105962,velocity,High frequency transactions in short time,10
P105963,velocity,High frequency transactions in short time,5
P105964,velocity,High frequency transactions in short time,8
P105965,circular,Money returns to original account,8
P105966,circular,Money returns to original account,9
P105967,smurfing,Multiple small transactions within short time,4
P105968,layering,Multiple sequential transfers across accounts,6
P105969,layering,Multiple sequential transfers across accounts,6
P105970,layering,Multiple sequential transfers across accounts,6
P105971,velocity,High frequency transactions in short time,2
P105972,velocity,High frequency transactions in short time,2
P105973,circular,Money returns to original account,4
P105974,circular,Money returns to original account,5
P105975,layering,Multiple sequential transfers across accounts,3
P105976,layering,Multiple sequential transfers across accounts,4
P105977,layering,Multiple sequential transfers across accounts,1
P105978,smurfing,Multiple small transactions within short time,3
P105979,layering,Multiple sequential transfers across accounts,6
P105980,layering,Multiple sequential transfers across accounts,4
P105981,layering,Multiple sequential transfers across accounts,2
P105982,velocity,High frequency transactions in short time,1
P105983,layering,Multiple sequential transfers across accounts,1
P105984,layering,Multiple sequential transfers across accounts,8
P105985,smurfing,Multiple small transactions within short time,8
P105986,circular,Money returns to original account,6
P105987,layering,Multiple sequential transfers across accounts,3
P105988,velocity,High frequency transactions in short time,2
P105989,layering,Multiple sequential transfers across accounts,5
P105990,layering,Multiple sequential transfers across accounts,8
P105991,layering,Multiple sequential transfers across accounts,1
P105992,layering,Multiple sequential transfers across accounts,6
P105993,velocity,High frequency transactions in short time,8
P105994,velocity,High frequency transactions in short time,2
P105995,smurfing,Multiple small transactions within short time,7
P105996,smurfing,Multiple small transactions within short time,3
P105997,velocity,High frequency transactions in short time,1
P105998,velocity,High frequency transactions in short time,7
P105999,velocity,High frequency transactions in short time,3
P106000,smurfing,Multiple small transactions within short time,2
P106001,circular,Money returns to original account,10
P106002,layering,Multiple sequential transfers across accounts,9
P106003,layering,Multiple sequential transfers across accounts,10
P106004,layering,Multiple sequential transfers across accounts,2
P106005,smurfing,Multiple small transactions within short time,1
P106006,layering,Multiple sequential transfers across accounts,7
P106007,velocity,High frequency transactions in short time,2
P106008,layering,Multiple sequential transfers across accounts,4
P106009,circular,Money returns to original account,1
P106010,velocity,High frequency transactions in short time,5
P106011,smurfing,Multiple small transactions within short time,5
P106012,velocity,High frequency transactions in short time,7
P106013,velocity,High frequency transactions in short time,9
P106014,smurfing,Multiple small transactions within short time,2
P106015,smurfing,Multiple small transactions within short time,6
P106016,smurfing,Multiple small transactions within short time,3
P106017,layering,Multiple sequential transfers across accounts,6
P106018,smurfing,Multiple small transactions within short time,7
P106019,layering,Multiple sequential transfers across accounts,1
P106020,smurfing,Multiple small transactions within short time,3
P106021,layering,Multiple sequential transfers across accounts,10
P106022,circular,Money returns to original account,10
P106023,circular,Money returns to original account,2
P106024,smurfing,Multiple small transactions within short time,8
P106025,circular,Money returns to original account,5
P106026,circular,Money returns to original account,10
P106027,smurfing,Multiple small transactions within short time,8
P106028,velocity,High frequency transactions in short time,8
P106029,circular,Money returns to original account,5
P106030,layering,Multiple sequential transfers across accounts,8
P106031,velocity,High frequency transactions in short time,5
P106032,layering,Multiple sequential transfers across accounts,2
P106033,layering,Multiple sequential transfers across accounts,4
P106034,velocity,High frequency transactions in short time,8
P106035,velocity,High frequency transactions in short time,2
P106036,circular,Money returns to original account,9
P106037,velocity,High frequency transactions in short time,10
P106038,layering,Multiple sequential transfers across accounts,9
P106039,layering,Multiple sequential transfers across accounts,6
P106040,smurfing,Multiple small transactions within short time,4
P106041,smurfing,Multiple small transactions within short time,3
P106042,circular,Money returns to original account,7
P106043,circular,Money returns to original account,5
P106044,circular,Money returns to original account,8
P106045,velocity,High frequency transactions in short time,6
P106046,velocity,High frequency transactions in short time,4
P106047,smurfing,Multiple small transactions within short time,7
P106048,circular,Money returns to original account,2
P106049,circular,Money returns to original account,10
P106050,velocity,High frequency transactions in short time,1
P106051,layering,Multiple sequential transfers across accounts,7
P106052,smurfing,Multiple small transactions within short time,9
P106053,velocity,High frequency transactions in short time,10
P106054,circular,Money returns to original account,8
P106055,layering,Multiple sequential transfers across accounts,4
P106056,layering,Multiple sequential transfers across accounts,6
P106057,layering,Multiple sequential transfers across accounts,7
P106058,smurfing,Multiple small transactions within short time,4
P106059,circular,Money returns to original account,10
P106060,layering,Multiple sequential transfers across accounts,3
P106061,smurfing,Multiple small transactions within short time,7
P106062,velocity,High frequency transactions in short time,8
P106063,layering,Multiple sequential transfers across accounts,1
P106064,layering,Multiple sequential transfers across accounts,1
P106065,velocity,High frequency transactions in short time,1
P106066,smurfing,Multiple small transactions within short time,3
P106067,smurfing,Multiple small transactions within short time,4
P106068,circular,Money returns to original account,9
P106069,smurfing,Multiple small transactions within short time,6
P106070,velocity,High frequency transactions in short time,3
P106071,layering,Multiple sequential transfers across accounts,5
P106072,smurfing,Multiple small transactions within short time,2
P106073,layering,Multiple sequential transfers across accounts,4
P106074,layering,Multiple sequential transfers across accounts,7
P106075,circular,Money returns to original account,5
P106076,layering,Multiple sequential transfers across accounts,8
P106077,velocity,High frequency transactions in short time,9
P106078,velocity,High frequency transactions in short time,6
P106079,smurfing,Multiple small transactions within short time,10
P106080,smurfing,Multiple small transactions within short time,6
P106081,circular,Money returns to original account,3
P106082,smurfing,Multiple small transactions within short time,5
P106083,layering,Multiple sequential transfers across accounts,4
P106084,velocity,High frequency transactions in short time,8
P106085,smurfing,Multiple small transactions within short time,9
P106086,velocity,High frequency transactions in short time,10
P106087,circular,Money returns to original account,3
P106088,circular,Money returns to original account,7
P106089,circular,Money returns to original account,7
P106090,layering,Multiple sequential transfers across accounts,10
P106091,layering,Multiple sequential transfers across accounts,10
P106092,circular,Money returns to original account,9
P106093,smurfing,Multiple small transactions within short time,8
P106094,smurfing,Multiple small transactions within short time,2
P106095,circular,Money returns to original account,8
P106096,layering,Multiple sequential transfers across accounts,10
P106097,layering,Multiple sequential transfers across accounts,2
P106098,smurfing,Multiple small transactions within short time,9
P106099,layering,Multiple sequential transfers across accounts,8
P106100,velocity,High frequency transactions in short time,3
P106101,velocity,High frequency transactions in short time,7
P106102,velocity,High frequency transactions in short time,3
P106103,smurfing,Multiple small transactions within short time,4
P106104,smurfing,Multiple small transactions within short time,7
P106105,smurfing,Multiple small transactions within short time,10
P106106,smurfing,Multiple small transactions within short time,1
P106107,smurfing,Multiple small transactions within short time,9
P106108,circular,Money returns to original account,8
P106109,velocity,High frequency transactions in short time,4
P106110,velocity,High frequency transactions in short time,1
P106111,velocity,High frequency transactions in short time,3
P106112,circular,Money returns to original account,5
P106113,smurfing,Multiple small transactions within short time,9
P106114,layering,Multiple sequential transfers across accounts,6
P106115,layering,Multiple sequential transfers across accounts,10
P106116,velocity,High frequency transactions in short time,5
P106117,layering,Multiple sequential transfers across accounts,8
P106118,velocity,High frequency transactions in short time,1
P106119,layering,Multiple sequential transfers across accounts,4
P106120,circular,Money returns to original account,4
P106121,smurfing,Multiple small transactions within short time,6
P106122,smurfing,Multiple small transactions within short time,8
P106123,circular,Money returns to original account,1
P106124,circular,Money returns to original account,3
P106125,velocity,High frequency transactions in short time,2
P106126,velocity,High frequency transactions in short time,4
P106127,smurfing,Multiple small transactions within short time,4
P106128,velocity,High frequency transactions in short time,7
P106129,velocity,High frequency transactions in short time,9
P106130,circular,Money returns to original account,6
P106131,velocity,High frequency transactions in short time,2
P106132,layering,Multiple sequential transfers across accounts,6
P106133,velocity,High frequency transactions in short time,8
P106134,velocity,High frequency transactions in short time,3
P106135,circular,Money returns to original account,6
P106136,smurfing,Multiple small transactions within short time,4
P106137,velocity,High frequency transactions in short time,8
P106138,layering,Multiple sequential transfers across accounts,10
P106139,smurfing,Multiple small transactions within short time,9
P106140,layering,Multiple sequential transfers across accounts,3
P106141,velocity,High frequency transactions in short time,9
P106142,circular,Money returns to original account,8
P106143,circular,Money returns to original account,10
P106144,velocity,High frequency transactions in short time,8
P106145,circular,Money returns to original account,6
P106146,velocity,High frequency transactions in short time,1
P106147,layering,Multiple sequential transfers across accounts,8
P106148,layering,Multiple sequential transfers across accounts,4
P106149,velocity,High frequency transactions in short time,8
P106150,smurfing,Multiple small transactions within short time,2
P106151,layering,Multiple sequential transfers across accounts,9
P106152,layering,Multiple sequential transfers across accounts,10
P106153,circular,Money returns to original account,8
P106154,velocity,High frequency transactions in short time,4
P106155,smurfing,Multiple small transactions within short time,3
P106156,smurfing,Multiple small transactions within short time,6
P106157,circular,Money returns to original account,7
P106158,layering,Multiple sequential transfers across accounts,4
P106159,circular,Money returns to original account,3
P106160,layering,Multiple sequential transfers across accounts,3
P106161,layering,Multiple sequential transfers across accounts,1
P106162,circular,Money returns to original account,1
P106163,circular,Money returns to original account,3
P106164,velocity,High frequency transactions in short time,9
P106165,smurfing,Multiple small transactions within short time,8
P106166,velocity,High frequency transactions in short time,3
P106167,circular,Money returns to original account,7
P106168,velocity,High frequency transactions in short time,3
P106169,circular,Money returns to original account,10
P106170,smurfing,Multiple small transactions within short time,10
P106171,smurfing,Multiple small transactions within short time,9
P106172,circular,Money returns to original account,6
P106173,layering,Multiple sequential transfers across accounts,6
P106174,layering,Multiple sequential transfers across accounts,8
P106175,circular,Money returns to original account,7
P106176,layering,Multiple sequential transfers across accounts,3
P106177,layering,Multiple sequential transfers across accounts,5
P106178,velocity,High frequency transactions in short time,7
P106179,velocity,High frequency transactions in short time,7
P106180,circular,Money returns to original account,10
P106181,circular,Money returns to original account,9
P106182,layering,Multiple sequential transfers across accounts,2
P106183,smurfing,Multiple small transactions within short time,8
P106184,velocity,High frequency transactions in short time,7
P106185,velocity,High frequency transactions in short time,5
P106186,layering,Multiple sequential transfers across accounts,5
P106187,smurfing,Multiple small transactions within short time,3
P106188,smurfing,Multiple small transactions within short time,7
P106189,smurfing,Multiple small transactions within short time,5
P106190,velocity,High frequency transactions in short time,1
P106191,layering,Multiple sequential transfers across accounts,3
P106192,smurfing,Multiple small transactions within short time,5
P106193,layering,Multiple sequential transfers across accounts,1
P106194,layering,Multiple sequential transfers across accounts,6
P106195,layering,Multiple sequential transfers across accounts,3
P106196,smurfing,Multiple small transactions within short time,7
P106197,velocity,High frequency transactions in short time,3
P106198,layering,Multiple sequential transfers across accounts,9
P106199,layering,Multiple sequential transfers across accounts,5
P106200,circular,Money returns to original account,4
P106201,circular,Money returns to original account,9
P106202,smurfing,Multiple small transactions within short time,6
P106203,velocity,High frequency transactions in short time,5
P106204,velocity,High frequency transactions in short time,2
P106205,layering,Multiple sequential transfers across accounts,4
P106206,circular,Money returns to original account,4
P106207,layering,Multiple sequential transfers across accounts,7
P106208,layering,Multiple sequential transfers across accounts,9
P106209,circular,Money returns to original account,3
P106210,smurfing,Multiple small transactions within short time,4
P106211,circular,Money returns to original account,3
P106212,layering,Multiple sequential transfers across accounts,2
P106213,velocity,High frequency transactions in short time,7
P106214,velocity,High frequency transactions in short time,10
P106215,smurfing,Multiple small transactions within short time,8
P106216,layering,Multiple sequential transfers across accounts,10
P106217,circular,Money returns to original account,10
P106218,layering,Multiple sequential transfers across accounts,5
P106219,layering,Multiple sequential transfers across accounts,3
P106220,velocity,High frequency transactions in short time,9
P106221,layering,Multiple sequential transfers across accounts,9
P106222,smurfing,Multiple small transactions within short time,5
P106223,smurfing,Multiple small transactions within short time,5
P106224,circular,Money returns to original account,2
P106225,layering,Multiple sequential transfers across accounts,2
P106226,layering,Multiple sequential transfers across accounts,6
P106227,circular,Money returns to original account,5
P106228,smurfing,Multiple small transactions within short time,4
P106229,smurfing,Multiple small transactions within short time,1
P106230,smurfing,Multiple small transactions within short time,1
P106231,circular,Money returns to original account,8
P106232,velocity,High frequency transactions in short time,1
P106233,velocity,High frequency transactions in short time,2
P106234,layering,Multiple sequential transfers across accounts,7
P106235,velocity,High frequency transactions in short time,10
P106236,layering,Multiple sequential transfers across accounts,4
P106237,circular,Money returns to original account,4
P106238,velocity,High frequency transactions in short time,8
P106239,smurfing,Multiple small transactions within short time,3
P106240,layering,Multiple sequential transfers across accounts,4
P106241,velocity,High frequency transactions in short time,1
P106242,velocity,High frequency transactions in short time,1
P106243,smurfing,Multiple small transactions within short time,7
P106244,smurfing,Multiple small transactions within short time,2
P106245,circular,Money returns to original account,8
P106246,layering,Multiple sequential transfers across accounts,6
P106247,smurfing,Multiple small transactions within short time,10
P106248,smurfing,Multiple small transactions within short time,3
P106249,circular,Money returns to original account,5
P106250,circular,Money returns to original account,8
P106251,smurfing,Multiple small transactions within short time,4
P106252,circular,Money returns to original account,7
P106253,smurfing,Multiple small transactions within short time,4
P106254,smurfing,Multiple small transactions within short time,3
P106255,circular,Money returns to original account,6
P106256,smurfing,Multiple small transactions within short time,7
P106257,velocity,High frequency transactions in short time,4
P106258,velocity,High frequency transactions in short time,3
P106259,smurfing,Multiple small transactions within short time,2
P106260,layering,Multiple sequential transfers across accounts,8
P106261,circular,Money returns to original account,1
P106262,smurfing,Multiple small transactions within short time,1
P106263,velocity,High frequency transactions in short time,6
P106264,smurfing,Multiple small transactions within short time,4
P106265,layering,Multiple sequential transfers across accounts,9
P106266,circular,Money returns to original account,5
P106267,circular,Money returns to original account,7
P106268,circular,Money returns to original account,7
P106269,layering,Multiple sequential transfers across accounts,6
P106270,layering,Multiple sequential transfers across accounts,10
P106271,circular,Money returns to original account,3
P106272,smurfing,Multiple small transactions within short time,6
P106273,smurfing,Multiple small transactions within short time,9
P106274,velocity,High frequency transactions in short time,1
P106275,velocity,High frequency transactions in short time,4
P106276,layering,Multiple sequential transfers across accounts,10
P106277,smurfing,Multiple small transactions within short time,9
P106278,layering,Multiple sequential transfers across accounts,9
P106279,circular,Money returns to original account,8
P106280,circular,Money returns to original account,7
P106281,velocity,High frequency transactions in short time,1
P106282,smurfing,Multiple small transactions within short time,3
P106283,velocity,High frequency transactions in short time,1
P106284,smurfing,Multiple small transactions within short time,10
P106285,circular,Money returns to original account,6
P106286,velocity,High frequency transactions in short time,5
P106287,smurfing,Multiple small transactions within short time,7
P106288,circular,Money returns to original account,7
P106289,layering,Multiple sequential transfers across accounts,8
P106290,smurfing,Multiple small transactions within short time,6
P106291,circular,Money returns to original account,3
P106292,circular,Money returns to original account,9
P106293,layering,Multiple sequential transfers across accounts,3
P106294,layering,Multiple sequential transfers across accounts,9
P106295,smurfing,Multiple small transactions within short time,2
P106296,smurfing,Multiple small transactions within short time,3
