complaint_id,text,label
C105443,Unable to update profile,normal
C105444,Unauthorized transaction from my account,fraud
C105445,Need account statement,normal
C105446,Unknown beneficiary added and funds transferred,fraud
C105447,Login issue,normal
C105448,Password reset not working,normal
C105449,Unknown beneficiary added and funds transferred,fraud
C105450,App is slow,normal
C105451,App is slow,normal
C105452,Login issue,normal
C105453,Unable to update profile,normal
C105454,App is slow,normal
C105455,Need account statement,normal
C105456,Password reset not working,normal
C105457,Multiple OTP requests without action,fraud
C105458,Unable to update profile,normal
C105459,Need account statement,normal
C105460,Unknown beneficiary added and funds transferred,fraud
C105461,Login issue,normal
C105462,Unknown beneficiary added and funds transferred,fraud
C105463,App is slow,normal
C105464,Unknown beneficiary added and funds transferred,fraud
C105465,Unknown beneficiary added and funds transferred,fraud
C105466,Unauthorized transaction from my account,fraud
C105467,App is slow,normal
C105468,Login issue,normal
C105469,Unknown beneficiary added and funds transferred,fraud
C105470,Login issue,normal
C105471,Unauthorized transaction from my account,fraud
C105472,Money deducted but not received,fraud
C105473,Need account statement,normal
C105474,Unauthorized transaction from my account,fraud
C105475,Password reset not working,normal
C105476,Unknown beneficiary added and funds transferred,fraud
C105477,Unknown beneficiary added and funds transferred,fraud
C105478,Suspicious activity detected,fraud
C105479,Money deducted but not received,fraud
C105480,Unable to update profile,normal
C105481,Password reset not working,normal
C105482,Unable to update profile,normal
C105483,Login issue,normal
C105484,App is slow,normal
C105485,App is slow,normal
C105486,Unable to update profile,normal
C105487,Need account statement,normal
C105488,Need account statement,normal
C105489,App is slow,normal
C105490,Password reset not working,normal
C105491,App is slow,normal
C105492,Money deducted but not received,fraud
C105493,Need account statement,normal
C105494,Unable to update profile,normal
C105495,Need account statement,normal
C105496,Multiple OTP requests without action,fraud
C105497,Login issue,normal
C105498,Need account statement,normal
C105499,Login issue,normal
C105500,App is slow,normal
C105501,Unknown beneficiary added and funds transferred,fraud
C105502,Login issue,normal
C105503,App is slow,normal
C105504,Suspicious activity detected,fraud
C105505,Unknown beneficiary added and funds transferred,fraud
C105506,Unauthorized transaction from my account,fraud
C105507,Password reset not working,normal
C105508,Unauthorized transaction from my account,fraud
C105509,Need account statement,normal
C105510,Password reset not working,normal
C105511,Unauthorized transaction from my account,fraud
C105512,Multiple OTP requests without action,fraud
C105513,Login issue,normal
C105514,Money deducted but not received,fraud
C105515,Money deducted but not received,fraud
C105516,Password reset not working,normal
C105517,Need account statement,normal
C105518,Password reset not working,normal
C105519,Login issue,normal
C105520,Unknown beneficiary added and funds transferred,fraud
C105521,App is slow,normal
C105522,Unknown beneficiary added and funds transferred,fraud
C105523,Need account statement,normal
C105524,Login issue,normal
C105525,Need account statement,normal
C105526,Unable to update profile,normal
C105527,Money deducted but not received,fraud
C105528,Login issue,normal
C105529,Need account statement,normal
C105530,App is slow,normal
C105531,Unknown beneficiary added and funds transferred,fraud
C105532,Multiple OTP requests without action,fraud
C105533,Login issue,normal
C105534,Password reset not working,normal
C105535,Unauthorized transaction from my account,fraud
C105536,Need account statement,normal
C105537,Money deducted but not received,fraud
C105538,Unable to update profile,normal
C105539,Unauthorized transaction from my account,fraud
C105540,Suspicious activity detected,fraud
C105541,Password reset not working,normal
C105542,Need account statement,normal
C105543,Unable to update profile,normal
C105544,Login issue,normal
C105545,Suspicious activity detected,fraud
C105546,Multiple OTP requests without action,fraud
C105547,Login issue,normal
C105548,Unauthorized transaction from my account,fraud
C105549,Unable to update profile,normal
C105550,Suspicious activity detected,fraud
C105551,Password reset not working,normal
C105552,Unable to update profile,normal
C105553,Unauthorized transaction from my account,fraud
C105554,Money deducted but not received,fraud
C105555,Suspicious activity detected,fraud
C105556,Multiple OTP requests without action,fraud
C105557,Suspicious activity detected,fraud
C105558,Unknown beneficiary added and funds transferred,fraud
C105559,Unable to update profile,normal
C105560,Multiple OTP requests without action,fraud
C105561,Password reset not working,normal
C105562,Unknown beneficiary added and funds transferred,fraud
C105563,Password reset not working,normal
C105564,Unable to update profile,normal
C105565,Multiple OTP requests without action,fraud
C105566,Unable to update profile,normal
C105567,Suspicious activity detected,fraud
C105568,Unauthorized transaction from my account,fraud
C105569,Unable to update profile,normal
C105570,Unauthorized transaction from my account,fraud
C105571,Unable to update profile,normal
C105572,Unable to update profile,normal
C105573,App is slow,normal
C105574,App is slow,normal
C105575,App is slow,normal
C105576,Password reset not working,normal
C105577,Money deducted but not received,fraud
C105578,Login issue,normal
C105579,Login issue,normal
C105580,Unknown beneficiary added and funds transferred,fraud
C105581,Password reset not working,normal
C105582,Login issue,normal
C105583,App is slow,normal
C105584,Multiple OTP requests without action,fraud
C105585,Password reset not working,normal
C105586,Need account statement,normal
C105587,App is slow,normal
C105588,App is slow,normal
C105589,Need account statement,normal
C105590,Money deducted but not received,fraud
C105591,Need account statement,normal
C105592,App is slow,normal
C105593,Unauthorized transaction from my account,fraud
C105594,Login issue,normal
C105595,Unable to update profile,normal
C105596,Password reset not working,normal
C105597,Unknown beneficiary added and funds transferred,fraud
C105598,Money deducted but not received,fraud
C105599,Login issue,normal
C105600,Password reset not working,normal
C105601,Multiple OTP requests without action,fraud
C105602,Password reset not working,normal
C105603,Money deducted but not received,fraud
C105604,Unable to update profile,normal
C105605,Need account statement,normal
C105606,App is slow,normal
C105607,Password reset not working,normal
C105608,Money deducted but not received,fraud
C105609,Money deducted but not received,fraud
C105610,Multiple OTP requests without action,fraud
C105611,Unknown beneficiary added and funds transferred,fraud
C105612,Login issue,normal
C105613,Suspicious activity detected,fraud
C105614,Login issue,normal
C105615,Suspicious activity detected,fraud
C105616,Need account statement,normal
C105617,Password reset not working,normal
C105618,Login issue,normal
C105619,Unknown beneficiary added and funds transferred,fraud
C105620,Login issue,normal
C105621,Money deducted but not received,fraud
C105622,Login issue,normal
C105623,Unauthorized transaction from my account,fraud
C105624,Unable to update profile,normal
C105625,App is slow,normal
C105626,Need account statement,normal
C105627,Unknown beneficiary added and funds transferred,fraud
C105628,Multiple OTP requests without action,fraud
C105629,Unknown beneficiary added and funds transferred,fraud
C105630,Password reset not working,normal
C105631,Unauthorized transaction from my account,fraud
C105632,Password reset not working,normal
C105633,Multiple OTP requests without action,fraud
C105634,Suspicious activity detected,fraud
C105635,App is slow,normal
C105636,Unable to update profile,normal
C105637,Money deducted but not received,fraud
C105638,Suspicious activity detected,fraud
C105639,Unauthorized transaction from my account,fraud
C105640,Unauthorized transaction from my account,fraud
C105641,Password reset not working,normal
C105642,Password reset not working,normal
C105643,Unable to update profile,normal
C105644,Money deducted but not received,fraud
C105645,Money deducted but not received,fraud
C105646,Password reset not working,normal
C105647,App is slow,normal
C105648,Login issue,normal
C105649,Unable to update profile,normal
C105650,Unauthorized transaction from my account,fraud
C105651,Password reset not working,normal
C105652,Suspicious activity detected,fraud
C105653,Unknown beneficiary added and funds transferred,fraud
C105654,Unable to update profile,normal
C105655,Multiple OTP requests without action,fraud
C105656,Suspicious activity detected,fraud
C105657,Login issue,normal
C105658,Need account statement,normal
C105659,Login issue,normal
C105660,App is slow,normal
C105661,Money deducted but not received,fraud
C105662,Suspicious activity detected,fraud
C105663,Money deducted but not received,fraud
C105664,Unauthorized transaction from my account,fraud
C105665,Unable to update profile,normal
C105666,Unknown beneficiary added and funds transferred,fraud
C105667,Password reset not working,normal
C105668,Unable to update profile,normal
C105669,Password reset not working,normal
C105670,Multiple OTP requests without action,fraud
C105671,Unable to update profile,normal
C105672,App is slow,normal
C105673,Login issue,normal
C105674,Password reset not working,normal
C105675,Password reset not working,normal
C105676,Multiple OTP requests without action,fraud
C105677,Unknown beneficiary added and funds transferred,fraud
C105678,Need account statement,normal
C105679,Money deducted but not received,fraud
C105680,Login issue,normal
C105681,App is slow,normal
C105682,Money deducted but not received,fraud
C105683,App is slow,normal
C105684,Unknown beneficiary added and funds transferred,fraud
C105685,Need account statement,normal
C105686,Password reset not working,normal
C105687,Unable to update profile,normal
C105688,Password reset not working,normal
C105689,Login issue,normal
C105690,Need account statement,normal
C105691,Money deducted but not received,fraud
C105692,Unauthorized transaction from my account,fraud
C105693,App is slow,normal
C105694,App is slow,normal
C105695,Unable to update profile,normal
C105696,Password reset not working,normal
C105697,Suspicious activity detected,fraud
C105698,Login issue,normal
C105699,App is slow,normal
C105700,Suspicious activity detected,fraud
C105701,Login issue,normal
C105702,Need account statement,normal
C105703,Password reset not working,normal
C105704,Money deducted but not received,fraud
C105705,Unknown beneficiary added and funds transferred,fraud
C105706,Unable to update profile,normal
C105707,Unable to update profile,normal
C105708,Login issue,normal
C105709,Unable to update profile,normal
C105710,Suspicious activity detected,fraud
C105711,Need account statement,normal
C105712,Password reset not working,normal
C105713,Unknown beneficiary added and funds transferred,fraud
C105714,Need account statement,normal
C105715,Suspicious activity detected,fraud
C105716,Need account statement,normal
C105717,App is slow,normal
C105718,Unauthorized transaction from my account,fraud
C105719,App is slow,normal
C105720,App is slow,normal
C105721,App is slow,normal
C105722,App is slow,normal
C105723,Suspicious activity detected,fraud
C105724,Unauthorized transaction from my account,fraud
C105725,Need account statement,normal
C105726,Suspicious activity detected,fraud
C105727,Login issue,normal
C105728,App is slow,normal
C105729,Multiple OTP requests without action,fraud
C105730,Multiple OTP requests without action,fraud
C105731,Money deducted but not received,fraud
C105732,Need account statement,normal
C105733,Unable to update profile,normal
C105734,Suspicious activity detected,fraud
C105735,App is slow,normal
C105736,App is slow,normal
C105737,Money deducted but not received,fraud
C105738,Money deducted but not received,fraud
C105739,Unable to update profile,normal
C105740,Unable to update profile,normal
C105741,Password reset not working,normal
C105742,Unauthorized transaction from my account,fraud
C105743,Unauthorized transaction from my account,fraud
C105744,Unauthorized transaction from my account,fraud
C105745,Need account statement,normal
C105746,App is slow,normal
C105747,Password reset not working,normal
C105748,Login issue,normal
C105749,App is slow,normal
C105750,Unauthorized transaction from my account,fraud
C105751,Login issue,normal
C105752,Unauthorized transaction from my account,fraud
C105753,Login issue,normal
C105754,Need account statement,normal
C105755,Login issue,normal
C105756,Need account statement,normal
C105757,Password reset not working,normal
C105758,Unable to update profile,normal
C105759,Need account statement,normal
C105760,Money deducted but not received,fraud
C105761,Unauthorized transaction from my account,fraud
C105762,App is slow,normal
C105763,Login issue,normal
C105764,Need account statement,normal
C105765,App is slow,normal
C105766,Unauthorized transaction from my account,fraud
C105767,Money deducted but not received,fraud
C105768,App is slow,normal
C105769,App is slow,normal
C105770,Unable to update profile,normal
C105771,Multiple OTP requests without action,fraud
C105772,Unable to update profile,normal
C105773,Unknown beneficiary added and funds transferred,fraud
C105774,Multiple OTP requests without action,fraud
C105775,App is slow,normal
C105776,Unable to update profile,normal
C105777,Unknown beneficiary added and funds transferred,fraud
C105778,Multiple OTP requests without action,fraud
C105779,Unauthorized transaction from my account,fraud
C105780,Money deducted but not received,fraud
C105781,Suspicious activity detected,fraud
C105782,Login issue,normal
C105783,Need account statement,normal
C105784,Unknown beneficiary added and funds transferred,fraud
C105785,Unauthorized transaction from my account,fraud
C105786,Login issue,normal
C105787,Need account statement,normal
C105788,Unable to update profile,normal
C105789,Password reset not working,normal
C105790,App is slow,normal
C105791,Need account statement,normal
C105792,Unauthorized transaction from my account,fraud
C105793,Login issue,normal
C105794,Suspicious activity detected,fraud
C105795,Password reset not working,normal
C105796,Unable to update profile,normal
C105797,Unable to update profile,normal
C105798,Suspicious activity detected,fraud
C105799,Unknown beneficiary added and funds transferred,fraud
C105800,Login issue,normal
C105801,Suspicious activity detected,fraud
C105802,Password reset not working,normal
C105803,Unable to update profile,normal
C105804,Password reset not working,normal
C105805,Need account statement,normal
C105806,Suspicious activity detected,fraud
C105807,Suspicious activity detected,fraud
C105808,Password reset not working,normal
C105809,Unknown beneficiary added and funds transferred,fraud
C105810,Need account statement,normal
C105811,Password reset not working,normal
C105812,Login issue,normal
C105813,Need account statement,normal
C105814,App is slow,normal
C105815,Money deducted but not received,fraud
C105816,Need account statement,normal
C105817,Suspicious activity detected,fraud
C105818,Unknown beneficiary added and funds transferred,fraud
C105819,Unknown beneficiary added and funds transferred,fraud
C105820,Login issue,normal
C105821,Money deducted but not received,fraud
C105822,Login issue,normal
C105823,Password reset not working,normal
C105824,Suspicious activity detected,fraud
C105825,Suspicious activity detected,fraud
C105826,Unauthorized transaction from my account,fraud
C105827,Need account statement,normal
C105828,Multiple OTP requests without action,fraud
C105829,Login issue,normal
C105830,Login issue,normal
C105831,Password reset not working,normal
C105832,Unable to update profile,normal
C105833,Need account statement,normal
C105834,Need account statement,normal
C105835,Unknown beneficiary added and funds transferred,fraud
C105836,Unable to update profile,normal
C105837,Unknown beneficiary added and funds transferred,fraud
C105838,App is slow,normal
C105839,App is slow,normal
C105840,Unknown beneficiary added and funds transferred,fraud
C105841,App is slow,normal
C105842,Unable to update profile,normal
C105843,Login issue,normal
C105844,Unauthorized transaction from my account,fraud
C105845,Unable to update profile,normal
C105846,Unable to update profile,normal
C105847,Money deducted but not received,fraud
C105848,Password reset not working,normal
C105849,Login issue,normal
C105850,Need account statement,normal
C105851,Password reset not working,normal
C105852,Unknown beneficiary added and funds transferred,fraud
C105853,Password reset not working,normal
C105854,Login issue,normal
C105855,Suspicious activity detected,fraud
C105856,App is slow,normal
C105857,Login issue,normal
C105858,Password reset not working,normal
C105859,Suspicious activity detected,fraud
C105860,Suspicious activity detected,fraud
C105861,Login issue,normal
C105862,Unknown beneficiary added and funds transferred,fraud
C105863,Unable to update profile,normal
C105864,Money deducted but not received,fraud
C105865,Multiple OTP requests without action,fraud
C105866,Money deducted but not received,fraud
C105867,Multiple OTP requests without action,fraud
C105868,Login issue,normal
C105869,Password reset not working,normal
C105870,Money deducted but not received,fraud
C105871,Unauthorized transaction from my account,fraud
C105872,Suspicious activity detected,fraud
C105873,Money deducted but not received,fraud
C105874,Unauthorized transaction from my account,fraud
C105875,Need account statement,normal
C105876,Password reset not working,normal
C105877,Money deducted but not received,fraud
C105878,Unauthorized transaction from my account,fraud
C105879,Suspicious activity detected,fraud
C105880,Suspicious activity detected,fraud
C105881,Multiple OTP requests without action,fraud
C105882,Need account statement,normal
C105883,Money deducted but not received,fraud
C105884,App is slow,normal
C105885,Login issue,normal
C105886,Unauthorized transaction from my account,fraud
C105887,Need account statement,normal
C105888,Unable to update profile,normal
C105889,Login issue,normal
C105890,Unauthorized transaction from my account,fraud
C105891,Unauthorized transaction from my account,fraud
C105892,Password reset not working,normal
C105893,Suspicious activity detected,fraud
C105894,App is slow,normal
C105895,Login issue,normal
C105896,Need account statement,normal
C105897,App is slow,normal
C105898,Need account statement,normal
C105899,Unable to update profile,normal
C105900,App is slow,normal
C105901,App is slow,normal
C105902,Money deducted but not received,fraud
C105903,Login issue,normal
C105904,Unable to update profile,normal
C105905,Unknown beneficiary added and funds transferred,fraud
C105906,Login issue,normal
C105907,App is slow,normal
C105908,App is slow,normal
C105909,Suspicious activity detected,fraud
C105910,Login issue,normal
C105911,Money deducted but not received,fraud
C105912,Unknown beneficiary added and funds transferred,fraud
C105913,Need account statement,normal
C105914,Money deducted but not received,fraud
C105915,Suspicious activity detected,fraud
C105916,Suspicious activity detected,fraud
C105917,Unknown beneficiary added and funds transferred,fraud
C105918,Login issue,normal
C105919,Unknown beneficiary added and funds transferred,fraud
C105920,Suspicious activity detected,fraud
C105921,Multiple OTP requests without action,fraud
C105922,Password reset not working,normal
C105923,Unknown beneficiary added and funds transferred,fraud
C105924,Money deducted but not received,fraud
C105925,Password reset not working,normal
C105926,Suspicious activity detected,fraud
C105927,Login issue,normal
C105928,Unknown beneficiary added and funds transferred,fraud
C105929,Password reset not working,normal
C105930,App is slow,normal
C105931,Unknown beneficiary added and funds transferred,fraud
C105932,Unable to update profile,normal
C105933,Login issue,normal
C105934,Unknown beneficiary added and funds transferred,fraud
C105935,Password reset not working,normal
C105936,Unable to update profile,normal
C105937,Multiple OTP requests without action,fraud
C105938,Login issue,normal
C105939,App is slow,normal
C105940,Need account statement,normal
C105941,Suspicious activity detected,fraud
C105942,Unable to update profile,normal
C105943,Unable to update profile,normal
C105944,Password reset not working,normal
C105945,Password reset not working,normal
C105946,Need account statement,normal
C105947,Unauthorized transaction from my account,fraud
C105948,Unauthorized transaction from my account,fraud
C105949,Multiple OTP requests without action,fraud
C105950,Need account statement,normal
C105951,Multiple OTP requests without action,fraud
C105952,App is slow,normal
C105953,Multiple OTP requests without action,fraud
C105954,Unable to update profile,normal
C105955,Need account statement,normal
C105956,Unable to update profile,normal
C105957,Multiple OTP requests without action,fraud
C105958,Need account statement,normal
C105959,Login issue,normal
C105960,App is slow,normal
C105961,Suspicious activity detected,fraud
C105962,Money deducted but not received,fraud
C105963,Unauthorized transaction from my account,fraud
C105964,Money deducted but not received,fraud
C105965,App is slow,normal
C105966,Unable to update profile,normal
C105967,Money deducted but not received,fraud
C105968,Suspicious activity detected,fraud
C105969,Unable to update profile,normal
C105970,Suspicious activity detected,fraud
C105971,Suspicious activity detected,fraud
C105972,Need account statement,normal
C105973,Money deducted but not received,fraud
C105974,Money deducted but not received,fraud
C105975,Multiple OTP requests without action,fraud
C105976,App is slow,normal
C105977,Suspicious activity detected,fraud
C105978,Suspicious activity detected,fraud
C105979,Unknown beneficiary added and funds transferred,fraud
C105980,Money deducted but not received,fraud
C105981,Password reset not working,normal
C105982,Multiple OTP requests without action,fraud
C105983,Suspicious activity detected,fraud
C105984,Need account statement,normal
C105985,Multiple OTP requests without action,fraud
C105986,Multiple OTP requests without action,fraud
C105987,Unable to update profile,normal
C105988,Password reset not working,normal
C105989,App is slow,normal
C105990,Unknown beneficiary added and funds transferred,fraud
C105991,Need account statement,normal
C105992,Suspicious activity detected,fraud
C105993,Login issue,normal
C105994,Login issue,normal
C105995,Need account statement,normal
C105996,Money deducted but not received,fraud
C105997,Suspicious activity detected,fraud
C105998,Need account statement,normal
C105999,Password reset not working,normal
C106000,Need account statement,normal
C106001,Unable to update profile,normal
C106002,Multiple OTP requests without action,fraud
C106003,Need account statement,normal
C106004,Unable to update profile,normal
C106005,Need account statement,normal
C106006,Login issue,normal
C106007,Unable to update profile,normal
C106008,Suspicious activity detected,fraud
C106009,Multiple OTP requests without action,fraud
C106010,Money deducted but not received,fraud
C106011,App is slow,normal
C106012,Need account statement,normal
C106013,Unknown beneficiary added and funds transferred,fraud
C106014,Password reset not working,normal
C106015,Unable to update profile,normal
C106016,Login issue,normal
C106017,Need account statement,normal
C106018,Need account statement,normal
C106019,Password reset not working,normal
C106020,Money deducted but not received,fraud
C106021,Unable to update profile,normal
C106022,Login issue,normal
C106023,Password reset not working,normal
C106024,Password reset not working,normal
C106025,Need account statement,normal
C106026,Need account statement,normal
C106027,Suspicious activity detected,fraud
C106028,Login issue,normal
C106029,Password reset not working,normal
C106030,Suspicious activity detected,fraud
C106031,Unable to update profile,normal
C106032,Password reset not working,normal
C106033,Multiple OTP requests without action,fraud
C106034,Unauthorized transaction from my account,fraud
C106035,Unable to update profile,normal
C106036,Password reset not working,normal
C106037,Login issue,normal
C106038,App is slow,normal
C106039,Password reset not working,normal
C106040,Login issue,normal
C106041,Unknown beneficiary added and funds transferred,fraud
C106042,Money deducted but not received,fraud
C106043,Unauthorized transaction from my account,fraud
C106044,Password reset not working,normal
C106045,Need account statement,normal
C106046,App is slow,normal
C106047,App is slow,normal
C106048,Need account statement,normal
C106049,Unknown beneficiary added and funds transferred,fraud
C106050,Unknown beneficiary added and funds transferred,fraud
C106051,Need account statement,normal
C106052,Money deducted but not received,fraud
C106053,App is slow,normal
C106054,Multiple OTP requests without action,fraud
C106055,Unauthorized transaction from my account,fraud
C106056,Password reset not working,normal
C106057,Need account statement,normal
C106058,Login issue,normal
C106059,Need account statement,normal
C106060,Money deducted but not received,fraud
C106061,App is slow,normal
C106062,App is slow,normal
C106063,Suspicious activity detected,fraud
C106064,Login issue,normal
C106065,Login issue,normal
C106066,Password reset not working,normal
C106067,Multiple OTP requests without action,fraud
C106068,Unable to update profile,normal
C106069,Login issue,normal
C106070,Unauthorized transaction from my account,fraud
C106071,Unauthorized transaction from my account,fraud
C106072,Password reset not working,normal
C106073,Unable to update profile,normal
C106074,Unknown beneficiary added and funds transferred,fraud
C106075,App is slow,normal
C106076,Unable to update profile,normal
C106077,Unknown beneficiary added and funds transferred,fraud
C106078,App is slow,normal
C106079,Unable to update profile,normal
C106080,Money deducted but not received,fraud
C106081,Need account statement,normal
C106082,Unknown beneficiary added and funds transferred,fraud
C106083,Unknown beneficiary added and funds transferred,fraud
C106084,Suspicious activity detected,fraud
C106085,Money deducted but not received,fraud
C106086,Need account statement,normal
C106087,App is slow,normal
C106088,Unable to update profile,normal
C106089,Unable to update profile,normal
C106090,Suspicious activity detected,fraud
C106091,Unable to update profile,normal
C106092,Need account statement,normal
C106093,Need account statement,normal
C106094,Login issue,normal
C106095,Password reset not working,normal
C106096,Password reset not working,normal
C106097,Unauthorized transaction from my account,fraud
C106098,Money deducted but not received,fraud
C106099,Need account statement,normal
C106100,Unable to update profile,normal
C106101,Login issue,normal
C106102,Multiple OTP requests without action,fraud
C106103,Unauthorized transaction from my account,fraud
C106104,Password reset not working,normal
C106105,App is slow,normal
C106106,Need account statement,normal
C106107,Unauthorized transaction from my account,fraud
C106108,Password reset not working,normal
C106109,Unable to update profile,normal
C106110,Login issue,normal
C106111,Login issue,normal
C106112,Unauthorized transaction from my account,fraud
C106113,Unauthorized transaction from my account,fraud
C106114,Multiple OTP requests without action,fraud
C106115,Need account statement,normal
C106116,Need account statement,normal
C106117,Multiple OTP requests without action,fraud
C106118,Suspicious activity detected,fraud
C106119,App is slow,normal
C106120,App is slow,normal
C106121,Unknown beneficiary added and funds transferred,fraud
C106122,Unauthorized transaction from my account,fraud
C106123,Unable to update profile,normal
C106124,App is slow,normal
C106125,Unable to update profile,normal
C106126,Unable to update profile,normal
C106127,Password reset not working,normal
C106128,Unknown beneficiary added and funds transferred,fraud
C106129,Suspicious activity detected,fraud
C106130,Password reset not working,normal
C106131,Need account statement,normal
C106132,Need account statement,normal
C106133,App is slow,normal
C106134,Unauthorized transaction from my account,fraud
C106135,Unauthorized transaction from my account,fraud
C106136,Money deducted but not received,fraud
C106137,Unauthorized transaction from my account,fraud
C106138,Login issue,normal
C106139,Login issue,normal
C106140,Suspicious activity detected,fraud
C106141,Unable to update profile,normal
C106142,Unable to update profile,normal
C106143,Unable to update profile,normal
C106144,Money deducted but not received,fraud
C106145,Need account statement,normal
C106146,Password reset not working,normal
C106147,Money deducted but not received,fraud
C106148,Login issue,normal
C106149,Login issue,normal
C106150,Suspicious activity detected,fraud
C106151,Unable to update profile,normal
C106152,Password reset not working,normal
C106153,Need account statement,normal
C106154,App is slow,normal
C106155,Need account statement,normal
C106156,Multiple OTP requests without action,fraud
C106157,Suspicious activity detected,fraud
C106158,Password reset not working,normal
C106159,Password reset not working,normal
C106160,Need account statement,normal
C106161,Money deducted but not received,fraud
C106162,Need account statement,normal
C106163,Multiple OTP requests without action,fraud
C106164,Need account statement,normal
C106165,Unknown beneficiary added and funds transferred,fraud
C106166,Password reset not working,normal
C106167,Unknown beneficiary added and funds transferred,fraud
C106168,Multiple OTP requests without action,fraud
C106169,Unable to update profile,normal
C106170,Unauthorized transaction from my account,fraud
C106171,Suspicious activity detected,fraud
C106172,Multiple OTP requests without action,fraud
C106173,Need account statement,normal
C106174,Need account statement,normal
C106175,Unable to update profile,normal
C106176,Password reset not working,normal
C106177,Password reset not working,normal
C106178,Unknown beneficiary added and funds transferred,fraud
C106179,Unknown beneficiary added and funds transferred,fraud
C106180,Unable to update profile,normal
C106181,Money deducted but not received,fraud
C106182,Unauthorized transaction from my account,fraud
C106183,Password reset not working,normal
C106184,Login issue,normal
C106185,Suspicious activity detected,fraud
C106186,Unable to update profile,normal
C106187,Login issue,normal
C106188,App is slow,normal
C106189,Unable to update profile,normal
C106190,Money deducted but not received,fraud
C106191,App is slow,normal
C106192,Password reset not working,normal
C106193,Unknown beneficiary added and funds transferred,fraud
C106194,Need account statement,normal
C106195,Unable to update profile,normal
C106196,Unable to update profile,normal
C106197,App is slow,normal
C106198,Unknown beneficiary added and funds transferred,fraud
C106199,App is slow,normal
C106200,Need account statement,normal
C106201,Password reset not working,normal
C106202,Money deducted but not received,fraud
C106203,App is slow,normal
C106204,Unauthorized transaction from my account,fraud
C106205,Unauthorized transaction from my account,fraud
C106206,Suspicious activity detected,fraud
C106207,Unknown beneficiary added and funds transferred,fraud
C106208,Multiple OTP requests without action,fraud
C106209,Suspicious activity detected,fraud
C106210,Unauthorized transaction from my account,fraud
C106211,Login issue,normal
C106212,Need account statement,normal
C106213,Unknown beneficiary added and funds transferred,fraud
C106214,Unable to update profile,normal
C106215,Login issue,normal
C106216,App is slow,normal
C106217,Login issue,normal
C106218,Need account statement,normal
C106219,App is slow,normal
C106220,Unable to update profile,normal
C106221,Password reset not working,normal
C106222,Need account statement,normal
C106223,Unauthorized transaction from my account,fraud
C106224,Unable to update profile,normal
C106225,Money deducted but not received,fraud
C106226,Need account statement,normal
C106227,Password reset not working,normal
C106228,Unable to update profile,normal
C106229,Suspicious activity detected,fraud
C106230,App is slow,normal
C106231,Password reset not working,normal
C106232,Password reset not working,normal
C106233,Multiple OTP requests without action,fraud
C106234,Need account statement,normal
C106235,Password reset not working,normal
C106236,Unauthorized transaction from my account,fraud
C106237,Password reset not working,normal
C106238,Unable to update profile,normal
C106239,Unauthorized transaction from my account,fraud
C106240,Unable to update profile,normal
C106241,Unknown beneficiary added and funds transferred,fraud
C106242,Unable to update profile,normal
C106243,Multiple OTP requests without action,fraud
C106244,Multiple OTP requests without action,fraud
C106245,Unable to update profile,normal
C106246,Need account statement,normal
C106247,Need account statement,normal
C106248,Multiple OTP requests without action,fraud
C106249,Suspicious activity detected,fraud
C106250,Unauthorized transaction from my account,fraud
C106251,Unable to update profile,normal
C106252,Need account statement,normal
C106253,Password reset not working,normal
C106254,Unauthorized transaction from my account,fraud
C106255,Unable to update profile,normal
C106256,Unable to update profile,normal
C106257,Money deducted but not received,fraud
C106258,Unable to update profile,normal
C106259,Password reset not working,normal
C106260,App is slow,normal
C106261,Password reset not working,normal
C106262,Password reset not working,normal
C106263,Login issue,normal
C106264,Multiple OTP requests without action,fraud
C106265,Password reset not working,normal
C106266,App is slow,normal
C106267,Login issue,normal
C106268,Need account statement,normal
C106269,Multiple OTP requests without action,fraud
C106270,Need account statement,normal
C106271,Login issue,normal
C106272,App is slow,normal
C106273,Login issue,normal
C106274,Unknown beneficiary added and funds transferred,fraud
C106275,Multiple OTP requests without action,fraud
C106276,Login issue,normal
C106277,Multiple OTP requests without action,fraud
C106278,Need account statement,normal
C106279,Unknown beneficiary added and funds transferred,fraud
C106280,Unable to update profile,normal
C106281,Unauthorized transaction from my account,fraud
C106282,Unable to update profile,normal
C106283,Money deducted but not received,fraud
C106284,Unauthorized transaction from my account,fraud
C106285,Need account statement,normal
C106286,Password reset not working,normal
C106287,App is slow,normal
C106288,Suspicious activity detected,fraud
C106289,Password reset not working,normal
C106290,Multiple OTP requests without action,fraud
C106291,Unknown beneficiary added and funds transferred,fraud
C106292,Unknown beneficiary added and funds transferred,fraud
C106293,Login issue,normal
C106294,App is slow,normal
C106295,Multiple OTP requests without action,fraud
C106296,Login issue,normal
C106297,Money deducted but not received,fraud
C106298,Multiple OTP requests without action,fraud
C106299,Password reset not working,normal
C106300,Unknown beneficiary added and funds transferred,fraud
C106301,App is slow,normal
C106302,Unable to update profile,normal
C106303,Login issue,normal
C106304,Suspicious activity detected,fraud
C106305,Unable to update profile,normal
C106306,Need account statement,normal
C106307,Password reset not working,normal
C106308,Need account statement,normal
C106309,Need account statement,normal
C106310,Need account statement,normal
C106311,Unable to update profile,normal
C106312,Multiple OTP requests without action,fraud
C106313,Money deducted but not received,fraud
C106314,Unknown beneficiary added and funds transferred,fraud
